title	filenames	captions
Murry (community), Wisconsin	USA_Wisconsin_location_map.svg	Murry, Wisconsin is located in Wisconsin
Murry (community), Wisconsin	Usa_edcp_location_map.svg	Murry, Wisconsin is located in the United States
Maturidi	Mosque02.svg	Silhouette of a mosque
Maturidi	Imammaturidi_cropped.jpg	Mausoleum of Imam al-Maturidi in Samarkand
Mykola Ivanovych Tseluiko	Mykola_Ivanovych_Tseluiko.jpg	Tseluiko at work
Newberg Corners, Wisconsin	USA_Wisconsin_location_map.svg	Newberg Corners is located in Wisconsin
Newberg Corners, Wisconsin	Usa_edcp_location_map.svg	Newberg Corners is located in the United States
Matvei Petrovich Bronstein	Matvey_Bronshtein.jpg	Matvei Petrovich Bronstein
Myrza-Patcha	The_Myrza-Patcha_sign.JPG	The sign in the southern corner of Mırza-Patça
Myrza-Patcha	Kyrgyzstan_adm_location_map.svg	Myrza-Patcha is located in Kyrgyzstan
NCAA Women's Division I Cross Country Championship	Usa_edcp_relief_location_map.png	NCAA Women's Division I Cross Country Championship is located in the United States
Mian Mahalleh, Gilan	Iran_location_map.svg	Mian Mahalleh is located in Iran
Oyster Bay (town), New York	Oyster_Bay_Town_Hall.JPG	Oyster Bay Town Hall in 2016.
Oyster Bay (town), New York	Oyster_Bay,_New_York_Flag.png	Flag of Oyster Bay, New York
Oyster Bay (town), New York	Oyster_Bay,_New_York_Seal.png	Official seal of Oyster Bay, New York
Oyster Bay (town), New York	Nassau_County_New_York_incorporated_and_unincorporated_areas_Oyster_Bay_(town)_highlighted.svg	Location in Nassau County and the state of New York.
Oyster Bay (town), New York	Location_map_Long_Island.png	Oyster Bay, New York is located in Long Island
Oyster Bay (town), New York	USA_New_York_location_map.svg	Oyster Bay, New York is located in New York
Oyster Bay (town), New York	George_Bradford_Brainerd_(American,_1845-1887)._Camp_Fire,_Oyster_Bay,_Long_Island,_ca._1872-1887.jpg	George Bradford Brainerd (American, 1845–1887). Camp Fire, Oyster Bay, Long Island, ca. 1872–1887. Collodion silver glass wet plate negative. Brooklyn Museum
Oyster Bay (town), New York	Mill_Neck_Creek_and_Oyster_Bay_aerial.jpg	Aerial view from a plane after taking off from LaGuardia of Mill Neck Creek and Oyster Bay on the North Shore of Long Island.
Newport Music Festival	Hermitage_Piano_Trio_.jpg	Hermitage Piano Trio performs at Marble House
Minnesota Sports Facilities Authority	Logo_of_the_Minnesota_Sports_Facilities_Authority.png	Official Logo
NOAAS Discoverer (R 102)	NOAAS_Discoverer_(R_102).gif	NOAAS Discoverer (R 102)
Mixtec language	Mixteco_y_idiomas_circundantes.svg	Distribution of Mixtec languages within the state of Oaxaca, showing neighboring languages.
Mixtec language	Arte_leng_mixteca_y_confess.pdf	Manuscript about the language with religious texts from the 16th century, author unknown
NS3 (HCV)	HCV_genome.png	HCV genome
Medical Arts Building (San Antonio)	Emily_Morgan_Hotel.jpg	The Medical Arts Building, now the Emily Morgan Hotel
Nishi-Taishidō Station	Nishi-Taishido_Station_from_above_-_2017_4_30_5pm.jpg	Nishi-Taishidō Station, 2017
Nishi-Taishidō Station	Map_Tokyo_special_wards.jpg	Nishi-Taishidō Station is located in Special wards of Tokyo
Nishi-Taishidō Station	Location_map_Tokyo_Bay_and_Boso_Peninsula.png	Nishi-Taishidō Station is located in Tokyo Bay and Bōsō Peninsula
Nishi-Taishidō Station	Tokyo-to_géolocalisation.svg	Nishi-Taishidō Station is located in Tokyo
Nishi-Taishidō Station	Japan_location_map_with_side_map_of_the_Ryukyu_Islands.svg	Nishi-Taishidō Station is located in Japan
Namchuncheon station	Namchuncheon_Station.JPG	Namchuncheon Station
Nanwan Reservoir	Map_Henan_adm.png	Nanwan Reservoir is located in Henan
Meeker Slough	BayareaUSGS.jpg	San Francisco Bay
Meeker Slough	Symbol_portal_class.svg	Portal
Narayani Mata	Narayani_Dham_idol.jpg	Narayani Mata in Narayani Dham Temple, Lonavala
Mindlin–Reissner plate theory	Plaque_mince_deplacement_element_matiere.svg	Deformation of a plate highlighting the displacement, the mid-surface (red) and the normal to the mid-surface (blue)
Mindlin–Reissner plate theory	Plaque_mince_deplacement_rotation_fibre_neutre_new.svg	Displacement of the mid-surface (left) and of a normal (right)
Mindlin–Reissner plate theory	Plaque_moment_flechissant_contrainte_new.svg	Bending moments and normal stresses
Mindlin–Reissner plate theory	Plaque_moment_torsion_contrainte_new.svg	Torques and shear stresses
Mindlin–Reissner plate theory	Plaque_effort_tranchant_contrainte_new.svg	Shear resultant and shear stresses
Monduli Juu	Tanzania_location_map.svg	Monduli Juu is located in Tanzania
Nasbro, Wisconsin	USA_Wisconsin_location_map.svg	Nasbro is located in Wisconsin
Nasbro, Wisconsin	Usa_edcp_location_map.svg	Nasbro is located in the United States
Mineral Point, Green County, Wisconsin	USA_Wisconsin_location_map.svg	Mineral Point is located in Wisconsin
Mineral Point, Green County, Wisconsin	Usa_edcp_location_map.svg	Mineral Point is located in the United States
Melbourne Ice (Women)	Melbourne_Dragons_logo.jpg	The Melbourne Dragons logo used between 2005-2010
Melbourne Ice (Women)	MEDIBANK-ICEHOUSE.jpg	Entrance to O'Brien Icehouse
Melbourne Ice (Women)	Henke_Rink..JPG	The Henke Rink inside the Icehouse, home of the Melbourne Ice
Norman: The Moderate Rise and Tragic Fall of a New York Fixer	Norman_The_Moderate_Rise_and_Tragic_Fall_of_a_New_York_Fixer.png	Theatrical release poster
Minister for Economic and Regional Development	Coat_of_arms_of_New_Zealand.svg	Coat of arms of New Zealand
Minister for Economic and Regional Development	Flag_of_New_Zealand.svg	Flag of New Zealand
Norrie (community), Wisconsin	USA_Wisconsin_location_map.svg	Norrie, Wisconsin is located in Wisconsin
Norrie (community), Wisconsin	Usa_edcp_location_map.svg	Norrie, Wisconsin is located in the United States
Minister of Commerce and Industry (Sweden)	Lilla_riksvapnet_-_Riksarkivet_Sverige.png	Lesser coat of arms of Sweden
Minister of Commerce and Industry (Sweden)	FV_Thorsson_1936.JPG	Fredrik Vilhelm Thorsson
Minister of Commerce and Industry (Sweden)	Gösta_Malm.JPG	Gösta Malm
Minister of Commerce and Industry (Sweden)	Carl_Emil_Svensson.JPG	Carl Svensson
Minister of Commerce and Industry (Sweden)	Nils_Wohlin_1959.JPG	Nils Wohlin
Minister of Commerce and Industry (Sweden)	Rickard_Sandler_-_Sveriges_styresmän.jpg	Rickard Sandler
Minister of Commerce and Industry (Sweden)	Carl_Emil_Svensson.JPG	Carl Svensson
Minister of Commerce and Industry (Sweden)	Felix_Hamrin_-_Sveriges_styresmän.jpg	Felix Hamrin
Minister of Commerce and Industry (Sweden)	Handel_Vilhelm_Lundvik_1959.JPG	Vilhelm Lundvik
Minister of Commerce and Industry (Sweden)	David_Hansén_-_Sveriges_styresmän.jpg	David Hansén
Minister of Commerce and Industry (Sweden)	Fritjof_Ekman_SPA2.jpg	Fritjof Ekman
Minister of Commerce and Industry (Sweden)	Elof_Ericsson_1937.jpg	Elof Ericsson
Minister of Commerce and Industry (Sweden)	Per_Edvin_Sköld_-_Sveriges_styresmän.jpg	Per Edvin Sköld
Minister of Commerce and Industry (Sweden)	Gustav_Möller_-_Sveriges_styresmän.jpg	Gustav Möller
Minister of Commerce and Industry (Sweden)	Fritiof_Domö_1959.JPG	Fritiof Domö
Minister of Commerce and Industry (Sweden)	G_Herman_Eriksson.jpg	Herman Eriksson
Minister of Commerce and Industry (Sweden)	BertilOhlin.jpg	Bertil Ohlin
Minister of Commerce and Industry (Sweden)	Gunnar_Myrdal_-_Sveriges_styresmän.jpg	Gunnar Myrdal
Minister of Commerce and Industry (Sweden)	Axel_Gjöres_1889.JPG	Axel Gjöres
Minister of Commerce and Industry (Sweden)	Kinna_Ericsson.jpg	John Ericsson
Minister of Commerce and Industry (Sweden)	No_image.png	Gunnar Lange
Minister of Commerce and Industry (Sweden)	Kjell-Olof_Feldt_in_2016.jpg	Kjell-Olof Feldt
Minister of Commerce and Industry (Sweden)	No_image.png	Carl Lidbom
Minister of Commerce and Industry (Sweden)	No_image.png	Staffan Burenstam Linder
Minister of Commerce and Industry (Sweden)	Hadar_Cars_in_2018.jpg	Hadar Cars
Minister of Commerce and Industry (Sweden)	No_image.png	Staffan Burenstam Linder
Minister of Commerce and Industry (Sweden)	No_image.png	Jan-Erik Wikström
Minister of Commerce and Industry (Sweden)	No_image.png	Björn Molin
Minister of Commerce and Industry (Sweden)	No_image.png	Lennart Bodström
Minister of Commerce and Industry (Sweden)	Mats_Hellström_in_August_2013.jpg	Mats Hellström
Minister of Commerce and Industry (Sweden)	No_image.png	Anita Gradin
Minister of Commerce and Industry (Sweden)	Ulf_Dinkelspiel_in_2013.jpg	Ulf Dinkelspiel
Minister of Commerce and Industry (Sweden)	Mats_Hellström_in_August_2013.jpg	Mats Hellström
Minister of Commerce and Industry (Sweden)	Bjorn_von_Sydow,_talman_Sveriges_riksdag.jpg	Björn von Sydow
Minister of Commerce and Industry (Sweden)	Leif_Pagrotsky.1c447_5167.jpg	Leif Pagrotsky
Minister of Commerce and Industry (Sweden)	Leif_Pagrotsky.1c447_5167.jpg	Leif Pagrotsky
Minister of Commerce and Industry (Sweden)	Ekonomiskt_seminarium_i_Almedalen_(4767292061)_(Thomas_Östros_cropped).jpg	Thomas Östros
Minister of Commerce and Industry (Sweden)	No_image.png	Maria Borelius
Minister of Commerce and Industry (Sweden)	Estpresident_1c300_5288_(cropped).jpg	Sten Tolgfors
Minister of Commerce and Industry (Sweden)	Ewa_Bjorling_(M)_nordisk_samarbetsminister_Sverige._Nordiska_radets_session_2010.jpg	Ewa Björling
Minister of Commerce and Industry (Sweden)	Socialdemokrat.Mikael_Damberg_1c301_5899.jpg	Mikael Damberg
Minister of Commerce and Industry (Sweden)	Annlindecropped.jpg	Ann Linde
Minister of Commerce and Industry (Sweden)	Annlindecropped.jpg	Ann Linde
Minister of Commerce and Industry (Sweden)	Anna_Hallberg_visited_the_USTR.jpg	Anna Hallberg
Minister of Commerce and Industry (Sweden)	Johan_forssell.riksdagen2018.18d952.1660338.jpg	Johan Forssell
Navigational Algorithms	MarcqSaintHilaire.jpg	Obtaining the height line Marcq St. Hilaire
Navigational Algorithms	CorrecionHs.jpg	Hs..Corrections ..
Navigational Algorithms	Nautical_Almanac_spreadsheet_screenshot.png	Example Nautical Almanac Program
Memramcook, New Brunswick	StJosephMemramcook.jpg	Community of St. Joseph in Memramcook with Saint-Thomas de Memramcook Church
Memramcook, New Brunswick	Canada_New_Brunswick_location_map_2.svg	Memramcook is located in New Brunswick
Memramcook, New Brunswick	View_of_Petitcodiac_River,_NB.jpg	Petitcodiac River, view from New Brunswick Route 925, near Gautreau Village (Memramcook)
Memramcook, New Brunswick	PierreAmandLandry23.jpg	Pierre-Amand Landry
Memramcook, New Brunswick	Symbol_portal_class.svg	Portal
North Creek, Wisconsin	USA_Wisconsin_location_map.svg	North Creek, Wisconsin is located in Wisconsin
North Creek, Wisconsin	Usa_edcp_location_map.svg	North Creek, Wisconsin is located in the United States
Monroe Street Bridge (Spokane River)	Monroe_Street_Bridge_20070217.jpg	View from southwest in 2007
Monroe Street Bridge (Spokane River)	MonroeStreetBridgea.jpg	The third bridge under construction
Monroe Street Bridge (Spokane River)	Spokane_River_Lower_Dam_from_Above_and_Monroe_Stree_Bridge_Under_Renovation.jpg	Monroe Street Bridge under renovation in 2003
Monroe Street Bridge (Spokane River)	MonroeStreetBridge1889.PNG	Monroe Street Bridge in 1889
Monroe Street Bridge (Spokane River)	MonroeStreetBridge1890s.PNG	Monroe Street Bridge in 1890s
Monroe Street Bridge (Spokane River)	Construction_of_the_Monroe_Street_Bridge,_Spokane,_Washington,_September_14,_1909_(WASTATE_261).jpeg	Monroe Street Bridge on September 14, 1909
Monroe Street Bridge (Spokane River)	MonroeStreetBridgeNew.PNG	Monroe Street Bridge in 1911 shortly after completion
North Grimms, Wisconsin	USA_Wisconsin_location_map.svg	North Grimms, Wisconsin is located in Wisconsin
North Grimms, Wisconsin	Usa_edcp_location_map.svg	North Grimms, Wisconsin is located in the United States
Monterey, Wisconsin	Monterey_(1).jpg	welcome sign
Monterey, Wisconsin	USA_Wisconsin_location_map.svg	Monterey, Wisconsin is located in Wisconsin
Monterey, Wisconsin	Usa_edcp_location_map.svg	Monterey, Wisconsin is located in the United States
NATO Rapid Deployable Spanish Corps	Coat_of_Arms_of_the_NATO_Rapid_Deployable_Corps-Spain_Headquaters.svg	Coat of arms
Ministry of International Trade and Industry (Malaysia)	Coat_of_arms_of_Malaysia.svg	Coat of arms of Malaysia
Neckwear	Mary_Sydney_Herbert.jpg	Mary Sidney wearing a ruff
Neckwear	Erkki_Kourula.jpg	Erkki Kourula, Justice of the International Criminal Court, wearing a jabot
Neckwear	Dieter_reiter_2013.jpg	German politician Dieter Reiter wearing a necktie
Neckwear	GeorgeAugustusSala1828-1895.jpg	George Augustus Henry Sala, wearing an ascot
Neckwear	Neckclothitania-1818.gif	1818 pamphlet depicting cravat knot styles
Nazareth College, New York (CDP)	USA_New_York_location_map.svg	Nazareth College is located in New York
Nazareth College, New York (CDP)	Usa_edcp_location_map.svg	Nazareth College is located in the United States
Nazareth College, New York (CDP)	Map_of_New_York_highlighting_Monroe_County.svg	Map of New York highlighting Monroe County
Neil A. R. Gow	Professor_Neil_Gow_FMedSci_FRS.jpg	Neil Gow at the Royal Society admissions day in London in 2016
Northland, Waupaca County, Wisconsin	USA_Wisconsin_location_map.svg	Northland is located in Wisconsin
Morgan, Shawano County, Wisconsin	USA_Wisconsin_location_map.svg	Morgan, Wisconsin is located in Wisconsin
Morgan, Shawano County, Wisconsin	Usa_edcp_location_map.svg	Morgan, Wisconsin is located in the United States
Misha Mokwa, Wisconsin	USA_Wisconsin_location_map.svg	Misha Mokwa is located in Wisconsin
Misha Mokwa, Wisconsin	Usa_edcp_location_map.svg	Misha Mokwa is located in the United States
Nossa Senhora dos Mártires (nau)	Peppercorns_p1160010.jpg	Peppercorns of Piper nigrum, the major cargo of the Nossa Senhora dos Mártires at its demise.
Moro, Kwara	Nigeria_Kwara_State_map.png	Map of Nigeria highlighting Kwara
Nemaiah Valley, British Columbia	Canada_British_Columbia_location_map_2.svg	Nemaiah Valley is located in British Columbia
NOAAS McArthur (S 330)	MV_Mc_Arthur.jpg	MV McArthur in 2010
Meteor (community), Wisconsin	USA_Wisconsin_location_map.svg	Meteor, Wisconsin is located in Wisconsin
Meteor (community), Wisconsin	Usa_edcp_location_map.svg	Meteor, Wisconsin is located in the United States
Novocastrians Rugby Football Club	Teletext_New_Year's_Day_1989.jpg	Teletext showing Novos beating Newcastle Falcons (Gosforth) on New Year's Day 1989
Moscow broomball	MoscowBroomball.jpg	"A friendly game of broomball at the British Ambassador's Residence in Moscow. Players were drawn from the British Embassy ""Ice Pirates"" team and visiting friends who had not encountered broomball before. The broomsticks at the sides of the picture are simply for decoration."
Methodist College of Engineering and Technology	India_Telangana_location_map.svg	Methodist College of Engineering and Technology is located in Telangana
Methodist College of Engineering and Technology	India_location_map.svg	Methodist College of Engineering and Technology is located in India
Mosel Vitelic Corporation	1&1_NetXXL_powered_by_FRITZ!_-_Mosel_Vitelic_V53C16258HK35_on_mainboard-1829.jpg	DRAM V53C16258HK35 by Mosel Vitelic
NOAAS Henry B. Bigelow (R 225)	NOAA_RV_Henry_B._Bigelow_is_equipped_with_multiple_SONAR_systems.gif	NOAAS Henry B. Bigelow (R 225) is equipped with multiple sonar systems.
NOAAS Henry B. Bigelow (R 225)	Bigelow_8.jpg	NOAAS Henry B. Bigelow (R 225) in Boston Harbor in 2010.
Miyu, Grand'Anse	Haiti_location_map.svg	Miyu is located in Haiti
Neva (community), Wisconsin	USA_Wisconsin_location_map.svg	Neva is located in Wisconsin
Neva (community), Wisconsin	Usa_edcp_location_map.svg	Neva is located in the United States
Methyl diethanolamine	Methyldiethanolamine.svg	Skeletal formula of methyl diethanolamine
Methyl diethanolamine	GHS-pictogram-exclam.svg	GHS07: Exclamation mark
Nur-Sultan-Nurly Zhol station	Astana_Nurly_Jol_2018.jpg	Station concourse
NOAAS Oregon II (R 332)	NOAAS_Oregon_II_(R_332).jpg	NOAAS Oregon II (R 332)
NOAAS Oregon II (R 332)	BCF_Oregon_II_1967.jpg	Oregon II as she appeared when delivered to the United States Fish and Wildlife Service Bureau of Commercial Fisheries in 1967.
Mkinga District	Sigi_river_view_2.jpg	Sigi River in Mkinga District
Mkinga District	Mkinga_District_in_Tanga_2022.svg	Mkinga District in Tanga 2022
New Hampshire Marine Patrol	NH_-_Marine_Patrol.png	New Hampshire Marine Patrol patch
Netball at the 2001 Southeast Asian Games	Gold_medal_icon.svg	gold medal
Netball at the 2001 Southeast Asian Games	Silver_medal_icon.svg	silver medal
Netball at the 2001 Southeast Asian Games	Bronze_medal_icon.svg	bronze medal
NOAAS Townsend Cromwell (R 443)	NOAAS_Townsend_Cromwell_(R_443).gif	NOAAS Townsend Cromwell (R 443)
NOAAS Townsend Cromwell (R 443)	NOAAS_Townsend_Cromwell_(R_443)_Pagan_Island.jpg	NOAAS Townsend Cromwell (R 443) hove to at Pagan in the Mariana Islands in July 1982.
Mladen Zrilic	Picture_captured_by_family_member_in_the_moment_of_finale_game_in_lebanon.jpg	celebration during important moment of league finale game
Nage	COLLECTIE_TROPENMUSEUM_Vrouw_en_dochters_van_Raga_Noli_de_Radja_van_een_dorp_in_Nage_een_onderafdeling_van_Ngada_Midden-Flores_TMnr_10006064.jpg	Wife and daughters of Raga Noli, the Raja (King) of a village in Nage, Ngada Regency, East Nusa Tenggara (Flores), Indonesia
Neva Corners, Wisconsin	USA_Wisconsin_location_map.svg	Neva Corners is located in Wisconsin
Neva Corners, Wisconsin	Usa_edcp_location_map.svg	Neva Corners is located in the United States
NRDC-GR	NDC-GR_CoA.jpg	Emblem of the NATO Rapid Deploment Corps
NRDC-GR	Headquarters_of_the_Third_Army_Corps,_Thessalonki.jpg	Headquarters in Thessaloniki
NRDC-GR	Greece_location_map.svg	NRDC-GR is located in Greece
Mon, India	India_Nagaland_location_map.svg	Mon is located in Nagaland
New Paris, Wisconsin	USA_Wisconsin_location_map.svg	New Paris, Wisconsin is located in Wisconsin
New Paris, Wisconsin	Usa_edcp_location_map.svg	New Paris, Wisconsin is located in the United States
Paris, vu des hauteurs du Père Lachaise	Belmont_-_vue_de_Florence.jpg	Vue de Florence
Paris, vu des hauteurs du Père Lachaise	Augustins_-_Naples,_vue_du_Pausilippe_-_Louise_Joséphine_SARAZIN_DE_BELMONT_RO_255.jpg	Vue de Naples
Paris, vu des hauteurs du Père Lachaise	Belmont_-_vue_de_Rome.jpg	Vue de Rome
Paris, vu des hauteurs du Père Lachaise	Père-Lachaise_-_Division_25_-_Gros_01.jpg	Tombe Gros et Dufresne
Newtown, Allerdale	Location_map_United_Kingdom_Allerdale.svg	Newtown is located in Allerdale
Newtown, Allerdale	Cumbria_UK_location_map.svg	Newtown is located in Cumbria
O Homem do Futuro	Man_from_the_Future.jpg	Theatrical release poster
Mr. Monk and the Dirty Cop	MrMonkandtheDirtyCop.jpg	1st edition 2009 hard cover
Mood, Leh	India_Ladakh_location_map_UN_view.svg	Mudh is located in Ladakh
Mood, Leh	India_location_map.svg	Mudh is located in India
Mood, Leh	Flag_of_Ladakh,_India.svg	Emblem of Ladakh
Nezhawka	Belarus_adm_location_map.svg	Nezhawka is located in Belarus
Nezhawka	Coat_of_Arms_of_Minsk_province.svg	Coat of arms of Minsk Region
Nanocarriers	Liposome.jpg	Liposomes are composite structures made of phospholipids and may contain small amounts of other molecules. Though liposomes can vary in size from low micrometer range to tens of micrometers, unilamellar liposomes, as pictured here, are typically in the lower size range with various targeting ligands attached to their surface allowing for their surface-attachment and accumulation in pathological areas for treatment of disease.[1]
Nanocarriers	Micelle_formation_and_drug_encapsulation.svg	Drug-loaded polymeric micelle formed from self-assembly of amphiphilic block copolymers in aqueous media.
Nanocarriers	Drug-loaded_polymeric_micelles_with_various_targeting_functions.svg	Drug-loaded polymeric micelles with various targeting functions. (A) Antibody-targeted micelles (B) ligand-targeted micelles (C) Micelles with cell-pentrating function.
Nanocarriers	Enhanced_permeability_and_retention_(EPR)_effect_and_passive_targeting.svg	Enhanced permeability and retention (EPR) effect and passive targeting. Nanocarriers can extravasate into the tumors through the gaps between endothelial cells and accumulate there due to poor lymphatic drainage.
Michael Hoyt	Michael_Hoyt's_Secretary_Award.jpg	Secretary's Award of Michael P.E. Hoyt
Michael Hoyt	Dragonrouge1.jpg	Para-Commandos at the airport of Stanleyville
Obock (crater)	Obock_crater_D18_034321_1779_XN_02S209W.jpg	MRO CTX image
Obock (crater)	Neves_crater_Obock_crater_383S26.jpg	Viking Orbiter 1 image with Neves crater (right of center) and Obock crater (upper right)
Mr. Woodhouse	Emma-Mr_Woodhouse.jpg	Mr. Woodhouse (right) with his daughter Emma in an illustration by Hugh Thomson
Moon Valley, Wisconsin	USA_Wisconsin_location_map.svg	Moon Valley, Wisconsin is located in Wisconsin
Moon Valley, Wisconsin	Usa_edcp_location_map.svg	Moon Valley, Wisconsin is located in the United States
New York City Human Resources Administration Police Department	Flag_of_New_York_City.svg	Flag of New York City
National Transport and Toy Museum, Wānaka	Collection_of_classic_British_and_European_cars_and_fire_trucks_at_Wanaka_Transport_and_Toy_Museum.jpg	Some of the classic cars and fire trucks at the National Transport and Toy Museum
Nikolai Yevgenyevich Markov	Nikolai_Markov.jpeg	Nikolai Markov, 1913
Middle East operations commemorative medal (1956)	MEDAILLE_COMMEMORATIVE_DES_OPERATIONS_DU_MOYEN_-_ORIENT_1956_AVERS.jpg	Middle East operations commemorative medal (1956) (obverse)
Middle East operations commemorative medal (1956)	Medaille_commemorative_des_Operations_du_Moyen-Orient_ribbon.svg	Ribbon of the Middle East operations commemorative medal (1956)
Middle East operations commemorative medal (1956)	MEDAILLE_COMMEMORATIVE_DES_OPERATIONS_DU_MOYEN_-_ORIENT_1956_REVERS.jpg	Reverse of the medal
Middle East operations commemorative medal (1956)	Philippe_Erulin_img_3483.jpg	Colonel Philippe Erulin, a recipient of the Middle East operations commemorative medal
Newton, Vernon County, Wisconsin	USA_Wisconsin_location_map.svg	Newton, Wisconsin is located in Wisconsin
Newton, Vernon County, Wisconsin	Usa_edcp_location_map.svg	Newton, Wisconsin is located in the United States
Mount Pleasant, Queensland (Moreton Bay Region)	Mount_Pleasant_Public_Hall,_Mount_Pleasant,_2020_01.jpg	Mount Pleasant Public Hall, 2020
Mount Pleasant, Queensland (Moreton Bay Region)	Australia_Queensland_location_map.svg	Mount Pleasant is located in Queensland
Mount Pleasant, Queensland (Moreton Bay Region)	Mount_Pleasant_Public_Hall,_Mount_Pleasant,_2020_03.jpg	Mount Pleasant Public Hall, 2020
Natalia Ieronimova Utin	Утина_Наталья_Иеронимовна_(1860).jpg	Natalia Korsini is known as the first female Russian university student.
Natalia Ieronimova Utin	Maria_Antonovna_Bystroglazova_Korsini.jpg	Marija Antonowna Corsini [de], Natalia Utin's mother was also a writer.
Natalia Ieronimova Utin	Outine.jpg	Nikolai Utin, Natalia Utin's husband
Natalia Ieronimova Utin	Drapeau_de_la_section_genevoise_de_l'Association_internationale_des_travailleurs_(1868).png	"Flag of the International Workingmen's Association in Geneva, offered by the women section in 1868, with the words ""No duties without rights, no rights without duties""."
Old Believer Church in Rostov-on-Don	Old_Believers_church_in_Rostov-on-Don.jpg	The beginning of the 20th century
Newville, Wisconsin	USA_Wisconsin_location_map.svg	Newville, Wisconsin is located in Wisconsin
Newville, Wisconsin	Usa_edcp_location_map.svg	Newville, Wisconsin is located in the United States
Mount Qelqëz	Albania_relief_location_map.jpg	Mount Qelqëz is located in Albania
Paul-Hippolyte de Beauvilliers, duke of Saint-Aignan	Blason_François_Honorat_de_Beauvilliers_(1607-1687).svg	Coat of arms of the Beauvilliers family, Dukes of Saint-Aignan
Old school (tattoo)	Tattoist_Amund_Dietzel_1914.jpg	Old school tattoo designs on tattoo artist Amund Dietzel
Old school (tattoo)	Tattoo_Design_with_a_Naval_Theme_MET_DP327935_(cropped).jpg	Tattoo design with a naval theme, circa 1900–1945
Old school (tattoo)	Tattoo_Design_with_a_Ship_MET_DP327934.jpg	Ship
Old school (tattoo)	Tattoo_Design_'In_Memory_of_My_Mother'_MET_DP327936.jpg	"""In memory of my mother"""
Old school (tattoo)	Tattoo_Design_of_a_Female_Performer_MET_DP836709.jpg	Performer
Old school (tattoo)	Tattoo_Design_of_an_Army_Nurse_MET_DP327937.jpg	Army nurse
Old school (tattoo)	Tattoo_Design_with_an_Anchor_MET_DP836706.jpg	Anchor with heart and rose
Old school (tattoo)	Tattoo_Design_with_Madonna_and_Child_MET_DP836710.jpg	Madonna and child
Old school (tattoo)	Tattoo_Design_with_a_Dragon_and_Snake_(Inspired_by_Japanese_Examples)_MET_DP836708.jpg	Dragon and snake
Old school (tattoo)	Tattoo_Design_representing_'America'_MET_DP836712.jpg	"Woman representing ""America"""
Old school (tattoo)	Tattoo_Design_for_a_Butterfly_MET_DP836714.jpg	Butterfly
Mycena adonis	Mycena_adonis_46238.jpg	The gills are interspersed with two or three tiers of short gills.
Mycena adonis	Mycena_acicula_85767.jpg	M. acicula is smaller than M. adonis, and has a deep orange-red cap.
National People's Congress Supervisory and Judicial Affairs Committee	China_Emblem_PLA.svg	Emblem of the People's Liberation Arm
National People's Congress Supervisory and Judicial Affairs Committee	Chinese_People's_Armed_Police_Force_(CAPF)_cap_insignia.svg	Cap insignia of the Chinese People's Armed Police Force
National People's Congress Supervisory and Judicial Affairs Committee	Emblem_of_China_Coast_Guard.svg	Emblem of the Coast Guard
Mycena flavoalba	Mycena_spec._-_Lindsey_6b.jpg	The whitish to creamy white gills are waxy in appearance and consistency.
National People's Congress Financial and Economic Affairs Committee	China_Emblem_PLA.svg	Emblem of the People's Liberation Arm
National People's Congress Financial and Economic Affairs Committee	Chinese_People's_Armed_Police_Force_(CAPF)_cap_insignia.svg	Cap insignia of the Chinese People's Armed Police Force
National People's Congress Financial and Economic Affairs Committee	Emblem_of_China_Coast_Guard.svg	Emblem of the Coast Guard
Oparau River	Ōpārau_River_and_Pirongia.jpg	Ōpārau River at Ōpārau and Pirongia in 2019
Oparau River	Junction_of_Okupata_and_Oparau_Rivers,_Kawhia_(20171489108).jpg	Junction of Ōkupata Stream and Ōpārau River at Ōpārau
Oparau River	Hihikiwi_summit_and_Ōpārau_valley_to_Kawhia_Harbour.jpg	Ōpārau valley and Kawhia Harbour from Hihikiwi summit in 2015
Nebria gyllenhali	Reitter_Nebria.jpg	Nebria gyllenhali
Nocturnals	Nocturnals_Cover.jpg	Cover art for Nocturnals: Black Planet.
Nocturnals	Firelion.JPG	Firelion
Mikesville, Wisconsin	USA_Wisconsin_location_map.svg	Mikesville, Wisconsin is located in Wisconsin
Mikesville, Wisconsin	Usa_edcp_location_map.svg	Mikesville, Wisconsin is located in the United States
NOAAS David Starr Jordan (R 444)	NOAAS_David_Starr_Jordan_(R_444)_aerial_view.jpg	NOAAS David Starr Jordan (R 444) as seen from NOAA's MD 500 helicopter during marine mammal studies in the tropical eastern Pacific Ocean in the autumn of 1999.
NOAAS David Starr Jordan (R 444)	NOAAS_David_Starr_Jordan_(R_444)_with_MD_500_helicopter.JPG	NOAAS David Starr Jordan (R 444) and NOAA's MD500 helicopter operating together during marine mammal studies in the tropical eastern Pacific Ocean.
NOAAS David Starr Jordan (R 444)	RV_Ocean_Starr.jpg	R/V Ocean Starr in July 2017.
Oraibi (crater)	Oraibi_crater_B18_016724_1989_XN_18N032W.jpg	CTX image (MRO)
Oraibi (crater)	Ares_Vallis_827A23_827A25.jpg	Viking Orbiter 1 mosaic showing Ares Vallis and Tiu Valles with Oriaibi near center
Oraibi (crater)	Oraibi_crater_in_perspective_ESA225289.jpg	Mars Express perspective rendering
